"ROW.NUM","ICD.9.CM.CODE","CCS.CATEGORY","CCS.CATEGORY.DESCRIPTION","ICD.9.CM.CODE.DESCRIPTION","OPTIONAL.CCS.CATEGORY","OPTIONAL.CCS.CATEGORY.DESCRIPTION","ICD9.CODE.FRMT"
"7070","64203","183  ","HTN in preg","ESSEN HYPERTEN-ANTEPART"," "," ","642.03"
"7071","64204","183  ","HTN in preg","ESSEN HYPERTEN-POSTPART"," "," ","642.04"
"7072","64210","183  ","HTN in preg","RENAL HYPERTEN PREG-UNSP"," "," ","642.10"
"7073","64211","183  ","HTN in preg","RENAL HYPERTEN PG-DELIV"," "," ","642.11"
"7074","64212","183  ","HTN in preg","RENAL HYPERTEN-DEL P/P"," "," ","642.12"
"7075","64213","183  ","HTN in preg","RENAL HYPERTEN-ANTEPART"," "," ","642.13"
"7076","64214","183  ","HTN in preg","RENAL HYPERTEN-POSTPART"," "," ","642.14"
"7077","64220","183  ","HTN in preg","OLD HYPERTEN PREG-UNSPEC"," "," ","642.20"
"7078","64221","183  ","HTN in preg","OLD HYPERTEN NEC-DELIVER"," "," ","642.21"
"7079","64222","183  ","HTN in preg","OLD HYPERTEN-DELIV W P/P"," "," ","642.22"
"7080","64223","183  ","HTN in preg","OLD HYPERTEN NEC-ANTEPAR"," "," ","642.23"
"7081","64224","183  ","HTN in preg","OLD HYPERTEN NEC-POSTPAR"," "," ","642.24"
"7082","64230","183  ","HTN in preg","TRANS HYPERTEN PREG-UNSP"," "," ","642.30"
"7083","64231","183  ","HTN in preg","TRANS HYPERTEN-DELIVERED"," "," ","642.31"
"7084","64232","183  ","HTN in preg","TRANS HYPERTEN-DEL W P/P"," "," ","642.32"
"7085","64233","183  ","HTN in preg","TRANS HYPERTEN-ANTEPART"," "," ","642.33"
"7086","64234","183  ","HTN in preg","TRANS HYPERTEN-POSTPART"," "," ","642.34"
"7087","64240","183  ","HTN in preg","MILD/NOS PREECLAMP-UNSP"," "," ","642.40"
"7088","64241","183  ","HTN in preg","MILD/NOS PREECLAMP-DELIV"," "," ","642.41"
"7089","64242","183  ","HTN in preg","MILD PREECLAMP-DEL W P/P"," "," ","642.42"
"7090","64243","183  ","HTN in preg","MILD/NOS PREECLAMP-ANTEP"," "," ","642.43"
"7091","64244","183  ","HTN in preg","MILD/NOS PREECLAMP-P/P"," "," ","642.44"
"7092","64250","183  ","HTN in preg","SEVERE PREECLAMP-UNSPEC"," "," ","642.50"
"7093","64251","183  ","HTN in preg","SEVERE PREECLAMP-DELIVER"," "," ","642.51"
"7094","64252","183  ","HTN in preg","SEV PREECLAMP-DEL W P/P"," "," ","642.52"
"7095","64253","183  ","HTN in preg","SEV PREECLAMP-ANTEPARTUM"," "," ","642.53"
"7096","64254","183  ","HTN in preg","SEV PREECLAMP-POSTPARTUM"," "," ","642.54"
"7097","64260","183  ","HTN in preg","ECLAMPSIA-UNSPECIFIED"," "," ","642.60"
"7098","64261","183  ","HTN in preg","ECLAMPSIA-DELIVERED"," "," ","642.61"
"7099","64262","183  ","HTN in preg","ECLAMPSIA-DELIV W P/P"," "," ","642.62"
"7100","64263","183  ","HTN in preg","ECLAMPSIA-ANTEPARTUM"," "," ","642.63"
"7101","64264","183  ","HTN in preg","ECLAMPSIA-POSTPARTUM"," "," ","642.64"
"7102","64270","183  ","HTN in preg","TOX W OLD HYPERTEN-UNSP"," "," ","642.70"
"7103","64271","183  ","HTN in preg","TOX W OLD HYPERTEN-DELIV"," "," ","642.71"
"7104","64272","183  ","HTN in preg","TOX W OLD HYP-DEL W P/P"," "," ","642.72"
"7105","64273","183  ","HTN in preg","TOX W OLD HYPER-ANTEPART"," "," ","642.73"
"7106","64274","183  ","HTN in preg","TOX W OLD HYPER-POSTPART"," "," ","642.74"
"7107","64290","183  ","HTN in preg","HYPERTEN PREG NOS-UNSPEC"," "," ","642.90"
"7108","64291","183  ","HTN in preg","HYPERTENS NOS-DELIVERED"," "," ","642.91"
"7109","64292","183  ","HTN in preg","HYPERTENS NOS-DEL W P/P"," "," ","642.92"
"7110","64293","183  ","HTN in preg","HYPERTENS NOS-ANTEPARTUM"," "," ","642.93"
"7111","64294","183  ","HTN in preg","HYPERTENS NOS-POSTPARTUM"," "," ","642.94"
"7112","64400","184  ","Early labor","THREAT PREM LABOR-UNSPEC"," "," ","644.00"
"7113","64403","184  ","Early labor","THRT PREM LABOR-ANTEPART"," "," ","644.03"
"7114","64410","184  ","Early labor","THREAT LABOR NEC-UNSPEC"," "," ","644.10"
"7115","64413","184  ","Early labor","THREAT LABOR NEC-ANTEPAR"," "," ","644.13"
"7116","64420","184  ","Early labor","EARLY ONSET DELIV-UNSPEC"," "," ","644.20"
"7117","64421","184  ","Early labor","EARLY ONSET DELIVERY-DEL"," "," ","644.21"
"7118","64500","185  ","Long pregncy","PROLONGED PREG-UNSPEC (Begin 1991)"," "," ","645.00"
"7119","64501","185  ","Long pregncy","PROLONGED PREG-DELIVERED (Begin 1991)"," "," ","645.01"
"7120","64503","185  ","Long pregncy","PROLONGED PREG-ANTEPART (Begin 1991)"," "," ","645.03"
"7121","64510","185  ","Long pregncy","POST TERM PREG-UNSPEC (Begin 2000)"," "," ","645.10"
"7122","64511","185  ","Long pregncy","POST TERM PREG-DELIVERED (Begin 2000)"," "," ","645.11"
"7123","64513","185  ","Long pregncy","POST TERM PREG-ANTEPARTUM (Begin 2000)"," "," ","645.13"
"7124","64520","185  ","Long pregncy","PROLONGED PREG-UNSPEC OR NA (Begin 2000)"," "," ","645.20"
"7125","64521","185  ","Long pregncy","PROLONGED PREG-DELIVERED W/OR W/O ANTE (Begin 2000)"," "," ","645.21"
"7126","64523","185  ","Long pregncy","PROLONGED PREG-ANTEPARTUM (Begin 2000)"," "," ","645.23"
"7127","64800","186  ","DM in preg","DIABETES IN PREG-UNSPEC"," "," ","648.00"
"7128","64801","186  ","DM in preg","DIABETES-DELIVERED"," "," ","648.01"
"7129","64802","186  ","DM in preg","DIABETES-DELIVERED W P/P"," "," ","648.02"
"7130","64803","186  ","DM in preg","DIABETES-ANTEPARTUM"," "," ","648.03"
"7131","64804","186  ","DM in preg","DIABETES-POSTPARTUM"," "," ","648.04"
"7132","64880","186  ","DM in preg","ABN GLUCOSE IN PREG-UNSP"," "," ","648.80"
"7133","64881","186  ","DM in preg","ABN GLUCOSE TOLER-DELIV"," "," ","648.81"
"7134","64882","186  ","DM in preg","ABN GLUCOSE-DELIV W P/P"," "," ","648.82"
"7135","64883","186  ","DM in preg","ABN GLUCOSE-ANTEPARTUM"," "," ","648.83"
"7136","64884","186  ","DM in preg","ABN GLUCOSE-POSTPARTUM"," "," ","648.84"
"7137","65200","187  ","Malposition","UNSTABLE LIE-UNSPECIFIED"," "," ","652.00"
"7138","65201","187  ","Malposition","UNSTABLE LIE-DELIVERED"," "," ","652.01"
"7139","65203","187  ","Malposition","UNSTABLE LIE-ANTEPARTUM"," "," ","652.03"
"7140","65210","187  ","Malposition","CEPHALIC VERS NOS-UNSPEC"," "," ","652.10"
"7141","65211","187  ","Malposition","CEPHALIC VERS NOS-DELIV"," "," ","652.11"
"7142","65213","187  ","Malposition","CEPHAL VERS NOS-ANTEPART"," "," ","652.13"
"7143","65220","187  ","Malposition","BREECH PRESENTAT-UNSPEC"," "," ","652.20"
"7144","65221","187  ","Malposition","BREECH PRESENTAT-DELIVER"," "," ","652.21"
"7145","65223","187  ","Malposition","BREECH PRESENT-ANTEPART"," "," ","652.23"
"7146","65230","187  ","Malposition","TRANSV/OBLIQ LIE-UNSPEC"," "," ","652.30"
"7147","65231","187  ","Malposition","TRANSVER/OBLIQ LIE-DELIV"," "," ","652.31"
"7148","65233","187  ","Malposition","TRANSV/OBLIQ LIE-ANTEPAR"," "," ","652.33"
"7149","65240","187  ","Malposition","FACE/BROW PRESENT-UNSPEC"," "," ","652.40"
"7150","65241","187  ","Malposition","FACE/BROW PRESENT-DELIV"," "," ","652.41"
"7151","65243","187  ","Malposition","FACE/BROW PRES-ANTEPART"," "," ","652.43"
"7152","65250","187  ","Malposition","HIGH HEAD AT TERM-UNSPEC"," "," ","652.50"
"7153","65251","187  ","Malposition","HIGH HEAD AT TERM-DELIV"," "," ","652.51"
"7154","65253","187  ","Malposition","HIGH HEAD TERM-ANTEPART"," "," ","652.53"
"7155","65260","187  ","Malposition","MULT GEST MALPRESEN-UNSP"," "," ","652.60"
"7156","65261","187  ","Malposition","MULT GEST MALPRES-DELIV"," "," ","652.61"
"7157","65263","187  ","Malposition","MULT GES MALPRES-ANTEPAR"," "," ","652.63"
"7158","65270","187  ","Malposition","PROLAPSED ARM-UNSPEC"," "," ","652.70"
"7159","65271","187  ","Malposition","PROLAPSED ARM-DELIVERED"," "," ","652.71"
"7160","65273","187  ","Malposition","PROLAPSED ARM-ANTEPART"," "," ","652.73"
"7161","65280","187  ","Malposition","MALPOSITION NEC-UNSPEC"," "," ","652.80"
"7162","65281","187  ","Malposition","MALPOSITION NEC-DELIVER"," "," ","652.81"
"7163","65283","187  ","Malposition","MALPOSITION NEC-ANTEPART"," "," ","652.83"
"7164","65290","187  ","Malposition","MALPOSITION NOS-UNSPEC"," "," ","652.90"
"7165","65291","187  ","Malposition","MALPOSITION NOS-DELIVER"," "," ","652.91"
"7166","65293","187  ","Malposition","MALPOSITION NOS-ANTEPART"," "," ","652.93"
"7167","66000","187  ","Malposition","OBSTRUCT/FET MALPOS-UNSP"," "," ","660.00"
"7168","66001","187  ","Malposition","OBSTRUC/FET MALPOS-DELIV"," "," ","660.01"
"7169","66003","187  ","Malposition","OBSTRUC/FET MALPOS-ANTEP"," "," ","660.03"
"7170","65300","188  ","Pelvic obstr","PELVIC DEFORM NOS-UNSPEC"," "," ","653.00"
"7171","65301","188  ","Pelvic obstr","PELVIC DEFORM NOS-DELIV"," "," ","653.01"
"7172","65303","188  ","Pelvic obstr","PELV DEFORM NOS-ANTEPART"," "," ","653.03"
"7173","65310","188  ","Pelvic obstr","CONTRACT PELV NOS-UNSPEC"," "," ","653.10"
"7174","65311","188  ","Pelvic obstr","CONTRACT PELV NOS-DELIV"," "," ","653.11"
"7175","65313","188  ","Pelvic obstr","CONTRAC PELV NOS-ANTEPAR"," "," ","653.13"
"7176","65320","188  ","Pelvic obstr","INLET CONTRACTION-UNSPEC"," "," ","653.20"
"7177","65321","188  ","Pelvic obstr","INLET CONTRACTION-DELIV"," "," ","653.21"
"7178","65323","188  ","Pelvic obstr","INLET CONTRACT-ANTEPART"," "," ","653.23"
"7179","65330","188  ","Pelvic obstr","OUTLET CONTRACTION-UNSP"," "," ","653.30"
"7180","65331","188  ","Pelvic obstr","OUTLET CONTRACTION-DELIV"," "," ","653.31"
"7181","65333","188  ","Pelvic obstr","OUTLET CONTRACT-ANTEPART"," "," ","653.33"
"7182","65340","188  ","Pelvic obstr","FETOPELV DISPROP-UNSPEC"," "," ","653.40"
"7183","65341","188  ","Pelvic obstr","FETOPELV DISPROPOR-DELIV"," "," ","653.41"
"7184","65343","188  ","Pelvic obstr","FETOPEL DISPROP-ANTEPART"," "," ","653.43"
"7185","65350","188  ","Pelvic obstr","FETAL DISPROP NOS-UNSPEC"," "," ","653.50"
"7186","65351","188  ","Pelvic obstr","FETAL DISPROP NOS-DELIV"," "," ","653.51"
"7187","65353","188  ","Pelvic obstr","FETAL DISPRO NOS-ANTEPAR"," "," ","653.53"
"7188","65360","188  ","Pelvic obstr","HYDROCEPHAL FETUS-UNSPEC"," "," ","653.60"
"7189","65361","188  ","Pelvic obstr","HYDROCEPH FETUS-DELIVER"," "," ","653.61"
"7190","65363","188  ","Pelvic obstr","HYDROCEPH FETUS-ANTEPART"," "," ","653.63"
"7191","65370","188  ","Pelvic obstr","OTH ABN FET DISPROP-UNSP"," "," ","653.70"
"7192","65371","188  ","Pelvic obstr","OTH ABN FET DISPRO-DELIV"," "," ","653.71"
"7193","65373","188  ","Pelvic obstr","OTH ABN FET DISPRO-ANTEP"," "," ","653.73"
"7194","65380","188  ","Pelvic obstr","DISPROPORTION NEC-UNSPEC"," "," ","653.80"
"7195","65381","188  ","Pelvic obstr","DISPROPORTION NEC-DELIV"," "," ","653.81"
"7196","65383","188  ","Pelvic obstr","DISPROPOR NEC-ANTEPARTUM"," "," ","653.83"
"7197","65390","188  ","Pelvic obstr","DISPROPORTION NOS-UNSPEC"," "," ","653.90"
"7198","65391","188  ","Pelvic obstr","DISPROPORTION NOS-DELIV"," "," ","653.91"
"7199","65393","188  ","Pelvic obstr","DISPROPOR NOS-ANTEPARTUM"," "," ","653.93"
"7200","66010","188  ","Pelvic obstr","BONY PELV OBSTRUC-UNSPEC"," "," ","660.10"
"7201","66011","188  ","Pelvic obstr","BONY PELV OBSTRUCT-DELIV"," "," ","660.11"
"7202","66013","188  ","Pelvic obstr","BONY PELV OBSTRUC-ANTEPA"," "," ","660.13"
"7203","66020","188  ","Pelvic obstr","ABN PELV TISS OBSTR-UNSP"," "," ","660.20"
"7204","66021","188  ","Pelvic obstr","ABN PELV TIS OBSTR-DELIV"," "," ","660.21"
"7205","66023","188  ","Pelvic obstr","ABN PELV TIS OBSTR-ANTEP"," "," ","660.23"
"7206","66030","188  ","Pelvic obstr","PERSIST OCCIPITPOST-UNSP"," "," ","660.30"
"7207","66031","188  ","Pelvic obstr","PERSIST OCCIPTPOST-DELIV"," "," ","660.31"
"7208","66033","188  ","Pelvic obstr","PERSIST OCCIPTPOST-ANTEP"," "," ","660.33"
"7209","66040","188  ","Pelvic obstr","SHOULDER DYSTOCIA-UNSPEC"," "," ","660.40"
"7210","66041","188  ","Pelvic obstr","SHOULDER DYSTOCIA-DELIV"," "," ","660.41"
"7211","66043","188  ","Pelvic obstr","SHOULDER DYSTOCIA-ANTEPA"," "," ","660.43"
"7212","66050","188  ","Pelvic obstr","LOCKED TWINS-UNSPECIFIED"," "," ","660.50"
"7213","66051","188  ","Pelvic obstr","LOCKED TWINS-DELIVERED"," "," ","660.51"
"7214","66053","188  ","Pelvic obstr","LOCKED TWINS-ANTEPARTUM"," "," ","660.53"
"7215","66060","188  ","Pelvic obstr","FAIL TRIAL LAB NOS-UNSP"," "," ","660.60"
"7216","66061","188  ","Pelvic obstr","FAIL TRIAL LAB NOS-DELIV"," "," ","660.61"
"7217","66063","188  ","Pelvic obstr","FAIL TRIAL LAB NOS-ANTEP"," "," ","660.63"
"7218","66070","188  ","Pelvic obstr","FAILED FORCEP NOS-UNSPEC"," "," ","660.70"
"7219","66071","188  ","Pelvic obstr","FAILED FORCEPS NOS-DELIV"," "," ","660.71"
"7220","66073","188  ","Pelvic obstr","FAIL FORCEPS NOS-ANTEPAR"," "," ","660.73"
"7221","66080","188  ","Pelvic obstr","OBSTRUC LABOR NEC-UNSPEC"," "," ","660.80"
"7222","66081","188  ","Pelvic obstr","OBSTRUCT LABOR NEC-DELIV"," "," ","660.81"
"7223","66083","188  ","Pelvic obstr","OBSTRUC LABOR NEC-ANTEPA"," "," ","660.83"
"7224","66090","188  ","Pelvic obstr","OBSTRUC LABOR NOS-UNSPEC"," "," ","660.90"
"7225","66091","188  ","Pelvic obstr","OBSTRUCT LABOR NOS-DELIV"," "," ","660.91"
"7226","66093","188  ","Pelvic obstr","OBSTRUC LABOR NOS-ANTEPA"," "," ","660.93"
"7227","67810","188  ","Pelvic obstr","FETAL CONJOIN TWINS-UNSP (Begin 2008)"," "," ","678.10"
"7228","67811","188  ","Pelvic obstr","FETAL CONJOIN TWINS-DEL (Begin 2008)"," "," ","678.11"
"7229","67813","188  ","Pelvic obstr","FETAL CONJOIN TWINS-ANTE (Begin 2008)"," "," ","678.13"
"7230","65420","189  ","Prev c-sectn","PREV C-SECT NOS-UNSPEC (Begin 1990)"," "," ","654.20"
"7231","65421","189  ","Prev c-sectn","PREV C-SECT NOS-DELIVER (Begin 1990)"," "," ","654.21"
"7232","65423","189  ","Prev c-sectn","PREV C-SECT NOS-ANTEPART (Begin 1990)"," "," ","654.23"
"7233","65630","190  ","Fetal distrs","FETAL DISTRESS-UNSPEC"," "," ","656.30"
"7234","65631","190  ","Fetal distrs","FETAL DISTRESS-DELIVERED"," "," ","656.31"
"7235","65633","190  ","Fetal distrs","FETAL DISTRESS-ANTEPART"," "," ","656.33"
"7236","66100","190  ","Fetal distrs","PRIM UTERINE INERT-UNSP"," "," ","661.00"
"7237","66101","190  ","Fetal distrs","PRIM UTERINE INERT-DELIV"," "," ","661.01"
"7238","66103","190  ","Fetal distrs","PRIM UTER INERT-ANTEPART"," "," ","661.03"
"7239","66110","190  ","Fetal distrs","SEC UTERINE INERT-UNSPEC"," "," ","661.10"
"7240","66111","190  ","Fetal distrs","SEC UTERINE INERT-DELIV"," "," ","661.11"
"7241","66113","190  ","Fetal distrs","SEC UTERINE INERT-ANTEPA"," "," ","661.13"
"7242","66120","190  ","Fetal distrs","UTERINE INERTIA NEC-UNSP"," "," ","661.20"
"7243","66121","190  ","Fetal distrs","UTERINE INERT NEC-DELIV"," "," ","661.21"
"7244","66123","190  ","Fetal distrs","UTERINE INERT NEC-ANTEPA"," "," ","661.23"
"7245","66130","190  ","Fetal distrs","PRECIPITATE LABOR-UNSPEC"," "," ","661.30"
"7246","66131","190  ","Fetal distrs","PRECIPITATE LABOR-DELIV"," "," ","661.31"
"7247","66133","190  ","Fetal distrs","PRECIPITATE LABOR-ANTEPA"," "," ","661.33"
"7248","66140","190  ","Fetal distrs","UTER DYSTOCIA NOS-UNSPEC"," "," ","661.40"
"7249","66141","190  ","Fetal distrs","UTER DYSTOCIA NOS-DELIV"," "," ","661.41"
"7250","66143","190  ","Fetal distrs","UTER DYSTOCIA NOS-ANTEPA"," "," ","661.43"
"7251","66190","190  ","Fetal distrs","ABNORMAL LABOR NOS-UNSP"," "," ","661.90"
"7252","66191","190  ","Fetal distrs","ABNORMAL LABOR NOS-DELIV"," "," ","661.91"
"7253","66193","190  ","Fetal distrs","ABNORM LABOR NOS-ANTEPAR"," "," ","661.93"
"7254","66200","190  ","Fetal distrs","PROLONGED 1ST STAGE-UNSP"," "," ","662.00"
"7255","66201","190  ","Fetal distrs","PROLONG 1ST STAGE-DELIV"," "," ","662.01"
"7256","66203","190  ","Fetal distrs","PROLONG 1ST STAGE-ANTEPA"," "," ","662.03"
"7257","66210","190  ","Fetal distrs","PROLONGED LABOR NOS-UNSP"," "," ","662.10"
"7258","66211","190  ","Fetal distrs","PROLONG LABOR NOS-DELIV"," "," ","662.11"
"7259","66213","190  ","Fetal distrs","PROLONG LABOR NOS-ANTEPA"," "," ","662.13"
"7260","66220","190  ","Fetal distrs","PROLONGED 2ND STAGE-UNSP"," "," ","662.20"
"7261","66221","190  ","Fetal distrs","PROLONG 2ND STAGE-DELIV"," "," ","662.21"
"7262","66223","190  ","Fetal distrs","PROLONG 2ND STAGE-ANTEPA"," "," ","662.23"
"7263","66230","190  ","Fetal distrs","DELAY DEL 2ND TWIN-UNSP"," "," ","662.30"
"7264","66231","190  ","Fetal distrs","DELAY DEL 2ND TWIN-DELIV"," "," ","662.31"
"7265","66233","190  ","Fetal distrs","DELAY DEL 2 TWIN-ANTEPAR"," "," ","662.33"
"7266","65700","191  ","Amnios dx","POLYHYDRAMNIOS-UNSPEC (Begin 1991)"," "," ","657.00"
"7267","65701","191  ","Amnios dx","POLYHYDRAMNIOS-DELIVERED (Begin 1991)"," "," ","657.01"
"7268","65703","191  ","Amnios dx","POLYHYDRAMNIOS-ANTEPART (Begin 1991)"," "," ","657.03"
"7269","65800","191  ","Amnios dx","OLIGOHYDRAMNIOS-UNSPEC"," "," ","658.00"
"7270","65801","191  ","Amnios dx","OLIGOHYDRAMNIOS-DELIVER"," "," ","658.01"
"7271","65803","191  ","Amnios dx","OLIGOHYDRAMNIOS-ANTEPAR"," "," ","658.03"
"7272","65810","191  ","Amnios dx","PREM RUPT MEMBRAN-UNSPEC"," "," ","658.10"
"7273","65811","191  ","Amnios dx","PREM RUPT MEMBRAN-DELIV"," "," ","658.11"
"7274","65813","191  ","Amnios dx","PREM RUPT MEMB-ANTEPART"," "," ","658.13"
"7275","65820","191  ","Amnios dx","PROLONG RUPT MEMB-UNSPEC"," "," ","658.20"
"7276","65821","191  ","Amnios dx","PROLONG RUPT MEMB-DELIV"," "," ","658.21"
"7277","65823","191  ","Amnios dx","PROLONG RUP MEMB-ANTEPAR"," "," ","658.23"
"7278","65830","191  ","Amnios dx","ARTIFIC RUPT MEMBR-UNSP"," "," ","658.30"
"7279","65831","191  ","Amnios dx","ARTIFIC RUPT MEMBR-DELIV"," "," ","658.31"
"7280","65833","191  ","Amnios dx","ARTIF RUPT MEMB-ANTEPART"," "," ","658.33"
"7281","65840","191  ","Amnios dx","AMNIOTIC INFECTION-UNSP"," "," ","658.40"
"7282","65841","191  ","Amnios dx","AMNIOTIC INFECTION-DELIV"," "," ","658.41"
"7283","65843","191  ","Amnios dx","AMNIOTIC INFECT-ANTEPART"," "," ","658.43"
"7284","65880","191  ","Amnios dx","AMNIOTIC PROB NEC-UNSPEC"," "," ","658.80"
"7285","65881","191  ","Amnios dx","AMNIOTIC PROB NEC-DELIV"," "," ","658.81"
"7286","65883","191  ","Amnios dx","AMNION PROB NEC-ANTEPART"," "," ","658.83"
"7287","65890","191  ","Amnios dx","AMNIOTIC PROB NOS-UNSPEC"," "," ","658.90"
"7288","65891","191  ","Amnios dx","AMNIOTIC PROB NOS-DELIV"," "," ","658.91"
"7289","65893","191  ","Amnios dx","AMNION PROB NOS-ANTEPART"," "," ","658.93"
"7290","7923 ","191  ","Amnios dx","ABN FIND-AMNIOTIC FLUID"," "," ","792.3"
"7291","66300","192  ","Umbil cord","CORD PROLAPSE-UNSPEC"," "," ","663.00"
"7292","66301","192  ","Umbil cord","CORD PROLAPSE-DELIVERED"," "," ","663.01"
"7293","66303","192  ","Umbil cord","CORD PROLAPSE-ANTEPARTUM"," "," ","663.03"
"7294","66310","192  ","Umbil cord","CORD AROUND NECK-UNSPEC"," "," ","663.10"
"7295","66311","192  ","Umbil cord","CORD AROUND NECK-DELIVER"," "," ","663.11"
"7296","66313","192  ","Umbil cord","CORD AROUND NECK-ANTEPAR"," "," ","663.13"
"7297","66320","192  ","Umbil cord","CORD COMPRESS NEC-UNSPEC"," "," ","663.20"
"7298","66321","192  ","Umbil cord","CORD COMPRESS NEC-DELIV"," "," ","663.21"
"7299","66323","192  ","Umbil cord","CORD COMPRES NEC-ANTEPAR"," "," ","663.23"
"7300","66330","192  ","Umbil cord","CORD ENTANGLE NEC-UNSPEC"," "," ","663.30"
"7301","66331","192  ","Umbil cord","CORD ENTANGLE NEC-DELIV"," "," ","663.31"
"7302","66333","192  ","Umbil cord","CORD ENTANGL NEC-ANTEPAR"," "," ","663.33"
"7303","66340","192  ","Umbil cord","SHORT CORD-UNSPECIFIED"," "," ","663.40"
"7304","66341","192  ","Umbil cord","SHORT CORD-DELIVERED"," "," ","663.41"
"7305","66343","192  ","Umbil cord","SHORT CORD-ANTEPARTUM"," "," ","663.43"
"7306","66350","192  ","Umbil cord","VASA PREVIA-UNSPECIFIED"," "," ","663.50"
"7307","66351","192  ","Umbil cord","VASA PREVIA-DELIVERED"," "," ","663.51"
"7308","66353","192  ","Umbil cord","VASA PREVIA-ANTEPARTUM"," "," ","663.53"
"7309","66360","192  ","Umbil cord","VASC LESION CORD-UNSPEC"," "," ","663.60"
"7310","66361","192  ","Umbil cord","VASC LESION CORD-DELIVER"," "," ","663.61"
"7311","66363","192  ","Umbil cord","VASC LESION CORD-ANTEPAR"," "," ","663.63"
"7312","66380","192  ","Umbil cord","CORD COMPLICAT NEC-UNSP"," "," ","663.80"
"7313","66381","192  ","Umbil cord","CORD COMPLICAT NEC-DELIV"," "," ","663.81"
"7314","66383","192  ","Umbil cord","CORD COMPL NEC-ANTEPART"," "," ","663.83"
"7315","66390","192  ","Umbil cord","CORD COMPLICAT NOS-UNSP"," "," ","663.90"
"7316","66391","192  ","Umbil cord","CORD COMPLICAT NOS-DELIV"," "," ","663.91"
"7317","66393","192  ","Umbil cord","CORD COMPL NOS-ANTEPART"," "," ","663.93"
"7318","66400","193  ","OB-related perin trauma","DEL W 1 DEG LACERAT-UNSP"," "," ","664.00"
"7319","66401","193  ","OB-related perin trauma","DEL W 1 DEG LACERAT-DEL"," "," ","664.01"
"7320","66404","193  ","OB-related perin trauma","DEL W 1 DEG LAC-POSTPART"," "," ","664.04"
"7321","66410","193  ","OB-related perin trauma","DEL W 2 DEG LACERAT-UNSP"," "," ","664.10"
"7322","66411","193  ","OB-related perin trauma","DEL W 2 DEG LACERAT-DEL"," "," ","664.11"
"7323","66414","193  ","OB-related perin trauma","DEL W 2 DEG LAC-POSTPART"," "," ","664.14"
"7324","66420","193  ","OB-related perin trauma","DEL W 3 DEG LACERAT-UNSP"," "," ","664.20"
"7325","66421","193  ","OB-related perin trauma","DEL W 3 DEG LACERAT-DEL"," "," ","664.21"
"7326","66424","193  ","OB-related perin trauma","DEL W 3 DEG LAC-POSTPART"," "," ","664.24"
"7327","66430","193  ","OB-related perin trauma","DEL W 4 DEG LACERAT-UNSP"," "," ","664.30"
"7328","66431","193  ","OB-related perin trauma","DEL W 4 DEG LACERAT-DEL"," "," ","664.31"
"7329","66434","193  ","OB-related perin trauma","DEL W 4 DEG LAC-POSTPART"," "," ","664.34"
"7330","66440","193  ","OB-related perin trauma","OB PERINEAL LAC NOS-UNSP"," "," ","664.40"
"7331","66441","193  ","OB-related perin trauma","OB PERINEAL LAC NOS-DEL"," "," ","664.41"
"7332","66444","193  ","OB-related perin trauma","PERINEAL LAC NOS-POSTPAR"," "," ","664.44"
"7333","66450","193  ","OB-related perin trauma","OB PERINEAL HEMATOM-UNSP"," "," ","664.50"
"7334","66451","193  ","OB-related perin trauma","OB PERINEAL HEMATOMA-DEL"," "," ","664.51"
"7335","66454","193  ","OB-related perin trauma","PERIN HEMATOMA-POSTPART"," "," ","664.54"
"7336","66460","193  ","OB-related perin trauma","ANAL SPHINCTER TEAR NOS (Begin 2007)"," "," ","664.60"
"7337","66461","193  ","OB-related perin trauma","ANAL SPHINCTER TEAR-DEL (Begin 2007)"," "," ","664.61"
"7338","66464","193  ","OB-related perin trauma","ANAL SPHINCTR TEAR W P/P (Begin 2007)"," "," ","664.64"
"7339","66480","193  ","OB-related perin trauma","OB PERIN TRAUM NEC-UNSP"," "," ","664.80"
"7340","66481","193  ","OB-related perin trauma","OB PERINEAL TRAU NEC-DEL"," "," ","664.81"
"7341","66484","193  ","OB-related perin trauma","PERIN TRAUM NEC-POSTPART"," "," ","664.84"
"7342","66490","193  ","OB-related perin trauma","OB PERIN TRAUM NOS-UNSP"," "," ","664.90"
"7343","66491","193  ","OB-related perin trauma","OB PERINEAL TRAU NOS-DEL"," "," ","664.91"
"7344","66494","193  ","OB-related perin trauma","PERIN TRAUM NOS-POSTPART"," "," ","664.94"
"7345","66950","194  ","Forceps del","FORCEP DELIV NOS-UNSPEC"," "," ","669.50"
"7346","66951","194  ","Forceps del","FORCEP DELIV NOS-DELIVER"," "," ","669.51"
"7347","64970","195  ","Ot compl bir","CERVICAL SHORTENING-UNSP (Begin 2008)"," "," ","649.70"
"7348","64971","195  ","Ot compl bir","CERVICAL SHORTENING-DEL (Begin 2008)"," "," ","649.71"
"7349","64973","195  ","Ot compl bir","CERVICAL SHORTENING-ANTE (Begin 2008)"," "," ","649.73"
"7350","64981","195  ","Ot compl bir","Spon labr w plan C/S-del (Begin 2011)"," "," ","649.81"
"7351","64982","195  ","Ot compl bir","Lbr w plan C/S-del w p/p (Begin 2011)"," "," ","649.82"
"7352","65103","195  ","Ot compl bir","TWIN PREGNANCY-ANTEPART"," "," ","651.03"
"7353","65113","195  ","Ot compl bir","TRIPLET PREG-ANTEPARTUM"," "," ","651.13"
